id,name,brand,category,tagline,description,basePrice,sizes,sizeUpcharges
12500,12500 드라이블렌드 풀오버 후드티,길단,데일리 웨어,Doublelined hooded sweatshirt with matching drawcord,Double needle stitching  Pouch pocket | 1 x 1 athletic rib with spandex | Tearaway label҃઺ | Quarterturned to eliminate center crease | Sizes: S3XL | 11 colors,24000,S,
18500,18500 헤비블렌드 풀오버 후드티,길단,데일리 웨어,8.0 oz per sq yd,50% Cotton / 50% Polyester | Preshrunk /f_leece knit | Doublelined hood with colormatched drawcord | Doubleneedle stitching at waistband and cuﬀs | Pouch pocket | 1 x 1 rib with spandex | Quarterturned to eliminate center crease | Tearaway label҃઺ | Classic Fit | Sizes: S~4XL | 5 colors,24000,"S, M, L, XL, 2XL, 3XL, 4XL","2XL:2000, 3XL:3000, 4XL:4000"
18500b,18500B 아동용 헤비블렌드 풀오버 후드티,길단,데일리 웨어,270g/m/two.numerator (8.0 oz per sq yd),"50% cotton / 50% polyester preshrunk /f_leece knit | Spun yarn for softer feel and reduced pilling | Doublelined hood | Doubleneedle stitching at shoulders, armholes, | Doubleneedle pouch pocket for added reinforcement 1 x 1 rib | Sizes: S~XL | 6 colors",24000,"S, M, L, XL",
18000b,18000B 아동용 헤비블렌드 크루넥 맨투맨,길단,데일리 웨어,270g/m/two.numerator (8.0 oz per sq yd),"50% cotton / 50% polyester preshrunk /f_leece knit | Spun yarn for softer feel and reduced pilling | Doubleneedle stitching at shoulder, armhole, neck, | Sizes: S~XL | 6 colors",18000,"S, M, L, XL",
1567,1567 가먼트다이 풀오버 후드티 (9.5oz),컴포트 컬러스,데일리 웨어,320g/m/two.numerator (9.5 oz per sp yd),"80% ring spun cotton / 20% polyester | Soft washed garment dyed fabric | Twill taped back and neck | Sideseamed | 1x1 rib on collar, cuﬀs and waistband | Double needle neck, shoulder, armhole, cuﬀ and waistband | Sizes : M~XL | 7 colors",24000,"M, L, XL",
1566,1566 가먼트다이 크루넥 맨투맨 (9.5oz),컴포트 컬러스,데일리 웨어,320g/m/two.numerator (9.5 oz per sp yd),"80% ring spun cotton / 20% polyester | Soft washed garment dyed fabric | Twill taped back and neck | 1x1 rib on collar, cuﬀs and waistband | Double needle neck, shoulder, armhole, cuﬀ and waistband | Sizes : M~XL | 5 colors",18000,"M, L, XL",
1717,1717 가먼트다이 베이직 티셔츠 (6.1oz),컴포트 컬러스,데일리 웨어,210g/m/two.numerator (6.1 oz per sp yd),"100% ring spun cotton | Soft washed garment dyed fabric | Doubleneedle collar | Twill taped neck and shoulders | Twill label | Double needle armhole, sleeve and bottom hems | Sizes : S~2XL | 14 colors",6000,"S, M, L, XL, 2XL",2XL:1000
6014,6014 가먼트다이 긴팔 티셔츠 (6.1oz),컴포트 컬러스,데일리 웨어,210g/m/two.numerator (6.1 oz per sp yd),"100% ring spun cotton | Soft washed garment dyed fabric | Topstitched, classic width, collar | Twill taped neck and shoulders | Twill label | Rib cuﬀs | Relaxed /f_it, seamless body | Sizes : M~2XL | 4 colors | 210g/m/two.numerator (6.1 oz per sp yd)",9000,"M, L, XL, 2XL",2XL:1500
1301,1301 헤비웨이트 클래식 티셔츠 (면18수),올스타일,데일리 웨어,203g/m/two.numerator (6.0 oz per sp yd),100% cotton jersey | Setin rib collar with shouldertoshoulder taping | Doubleneedle sleeve and bottom hem | Preshrunk to minimize shrinkage | Tearaway label for easy relabelling | Sizes : S~4XL | 13 colors,6000,"S, M, L, XL, 2XL, 3XL, 4XL","2XL:1000, 3XL:1500, 4XL:2000"
2001w,2001W 파인 져지 크루넥 티셔츠,올스타일,데일리 웨어,146g/m² (4.3 oz per sq yd),100% ring spun combed cotton | 30singles | Iconic AA classic tee shirt in our /f_ine jersey | Fine jersey crewneck tshirt | Unisex | Calssic /f_it | Sizes: XS~2XL | 13 colors,6000,"XS, S, M, L, XL, 2XL",2XL:1000
1304,1304 헤비웨이트 클래식 긴팔 티셔츠,올스타일,데일리 웨어,203g/m/two.numerator (6.0 oz per sp yd),100% cotton jersey | Setin rib collar with shouldertoshoulder taping | Doubleneedle sleeve and bottom hem | Preshrunk to minimize shrinkage | Tearaway label for easy relabelling | Sizes : S~4XL | 13 colors,9000,"S, M, L, XL, 2XL, 3XL, 4XL","2XL:1500, 3XL:2000, 4XL:2500"
1301gd,1301GD 헤비웨이트 가먼트다이 티셔츠,올스타일,데일리 웨어,203g/m/two.numerator /parenleft.numerator6.0 oz per sp yd),"100% U.S. Cotton | Garment dyed for that vintage | Wide rib collar, single needle top stitch | Taped neck and shoulders for comfort and durability | Relaxed /f_it, seamless body | Recycled tearaway label | Sizes : S~3XL | 2 colors | 203g/m/two.numerator /parenleft.numerator6.0 oz per sp yd)",6000,"S, M, L, XL, 2XL, 3XL","2XL:1000, 3XL:1500"
207gd,207GD 헤비웨이트 가먼트다이 머슬 티셔츠 (민소매),올스타일,데일리 웨어,203g/m/two.numerator /parenleft.numerator6.0 oz per sp yd),"100% U.S. Cotton | Garment dyed for that vintage | Wide rib collar, single needle top stitch | Taped neck and shoulders for comfort and durability | Boxy /f_it, midlength, seamless body | Recycled tearaway label | Sizes : S~3XL | 2 colors | 203g/m/two.numerator /parenleft.numerator6.0 oz per sp yd)",6000,"S, M, L, XL, 2XL, 3XL","2XL:1000, 3XL:1500"
9001,9001 슈퍼 헤비웨이트 남녀공용 티셔츠 (9.0oz),아메리칸 어패럴,데일리 웨어,300g/m/two.numerator /parenleft.numerator9.0 oz per sp yd),"80% Cotton, 20% Polyester | Wide 2x2 rib collar | Taped neck and shoulders for comfort and durability | Rolled forward drop shoulder | Oversized /f_it with side seamed body | Recycled tearaway label | Sizes : S~3XL | 3 colors | 300g/m/two.numerator /parenleft.numerator9.0 oz per sp yd) | 300g/m/two.numerator /parenleft.numerator9.0 oz per sp yd) | 80% Cotton, 20% Polyester | Wide 2x2 rib collar | Taped neck and shoulders for comfort and durability | Rolled forward drop shoulder | Oversized /f_it with side seamed body | Recycled tearaway label | Sizes : S~3XL | 3 colors | 300g/m/two.numerator /parenleft.numerator9.0 oz per sp yd)",6000,"S, M, L, XL, 2XL, 3XL","2XL:1000, 3XL:1500"
h000,H000 해머 클래식 핏 티셔츠 (6.0oz),길단,데일리 웨어,HN͋	6 oz per sq yd),"100% Ring Spun Cotton | Gildan Hammer® | Classic width, rib collar | Taped neck and shoulders for comfort and durability | Modern classic /f_it, seamless body | Highperforming recycled tearaway label | Sizes: S~3XL | 2 colors",6000,"S, M, L, XL, 2XL, 3XL","2XL:1000, 3XL:1500"
